Hash,File,Key,Value
c19d6baacc73ee279d68b9a9357083c436e19d29a599d78ee819ebf040cd5500,Discord\Discord.RO.xaml,Discord.LargestText5,Florile Vântului Care Cântă
e3410728a7fcbe5a97b1ce69c8c6f1d65181380af93f5206c5d6a6663fbd8e2b,Discord\Discord.RO.xaml,Discord.LargestText6,Albinele Misterioase ale Pădurii
c31d2aaf9d0b96727ed3bf801a73fa357ceba72224ead648ec5caac4d1aa475b,Discord\Discord.RO.xaml,Discord.LargestText7,Turma de Pești Plină de Visuri
e6854c88340aec148218d577f096a1389292b5ef3930ac6a44c10557723c8fef,Discord\Discord.RO.xaml,Discord.LargestText8,Dansul Dragonului cu Ochi de Cristal
263b69d6dfc8c5111781a6ee73fb2babc66abb064db741b59a1d1450c9eab44b,Discord\Discord.RO.xaml,Discord.LargestText9,Calea Poveștilor Acoperită cu Flori
be56e800a87b67ceb9cc6b5321e5be819f1a30978665351e5b4d138e42b9c6ff,Discord\Discord.RO.xaml,Discord.LargestText10,Stele Căzătoare din Cer
8b7a1bebc80b6db56bda27ea99d613617379198be56816f7b2ffd758437a0132,Discord\Discord.RO.xaml,Discord.LargestText11,Dans în Lumina Lunii Frânte
50f89f585cc55fd79e440b589d3302b0bdab1faa9ce3d5aacfc74822431e983c,Discord\Discord.RO.xaml,Discord.LargestText12,Dragonii Misterioși ai Curcubeului
a32afac752ea99eb5038446fddd3c049b4a83301ef2f7df773c9f0e2d61ff920,Discord\Discord.RO.xaml,Discord.LargestText13,Poveste Magică a Pădurii
c581beb9e6369503592aa81ee777b3b97e78a1f020fe3ef09550248bb5d22539,Discord\Discord.RO.xaml,Discord.LargestText14,Ploaie de Flori către Cer
44d0a110c65d815e71ff9b36da42fd07fcb66977c3a7c3a1ab1b1553874f4a69,Discord\Discord.RO.xaml,Discord.LargestText15,Atingerea Tăcută a Timpului
533952d618bb1adaa4a2ee06fc9e255d06e833b7db9695c61bbab53717c0dd4f,Discord\Discord.RO.xaml,Discord.LargestText16,Țara Viselor Surrealiste
1a88c13babbc7d77ca008f9b9f0b37d26bdfd46b585e5b1995f032a41f94c562,Discord\Discord.RO.xaml,Discord.LargestText17,Cântecele Cascadelor de Aur
dfd71f2cb7142dde1143cfed00d9b087189650a34515513ec0ee1e284830efae,Discord\Discord.RO.xaml,Discord.LargestText18,Corăbii de Poveste Plutind spre Cer
ccf91007374e1b1a3217fb61da0eab6e460725c791961ee0f9b6651c76f1fab5,Discord\Discord.RO.xaml,Discord.LargestText19,Pădurea cu Baloane Colorate
b19376d5b60f87bf439ff747c696d5ebaeb2f6c3a1ac7096d31c2acfb2c3a325,Discord\Discord.RO.xaml,Discord.LargestText20,Orașul Subacvatic Misterios
2b6e0f41af85f1a5708f454c1d850237725b0ddc27116241761f66b03be0e60f,Discord\Discord.RO.xaml,Discord.LargestText21,Cerul Pudrat cu Pulbere de Stele
3e26ccded8dc094c56dfe709a75ae9d681cc0c0f497251ef4ca7f1c6edb3a4fa,Discord\Discord.RO.xaml,Discord.LargestText22,Vânturile care Aleargă După Necunoscut
5e769c8370c932b8bfa265a864d4c892301d5d7a73446fbfb3d6f588701dc2f2,Discord\Discord.RO.xaml,Discord.LargestText23,Povești Fascinante Sub Lumina Lunii
b410950eb9cf335a02c748e7dad4d7f33a3adc38ba4f57a430948988e2093473,Discord\Discord.RO.xaml,,
512107fe0f1f5910775da0c2037fc362c3b8511fd40b842ce476a2b590505652,Discord\Discord.RO.xaml,Discord.SmallestText0,Urmă Misterioasă
a58794e0e365b77d362aa67dd79f367642cf514c6b10cde9c05273df17fc49b1,Discord\Discord.RO.xaml,Discord.SmallestText1,Peștii Balon Zburători
f221f80c53da9bc98427f1f7623f16bad8687fd3f164e256183f808a8002f4ca,Discord\Discord.RO.xaml,Discord.SmallestText2,Florile Care Râd în Hohote
242cb032493e729ad58e71da9f85bd6c6ca7f45a3b8cc57d5d6c9eb4d3591b8c,Discord\Discord.RO.xaml,Discord.SmallestText3,Norii de Zahăr de Pufoșenie
02ce88409bf3feafd1291c101b65e058e21e48a61421810c3dfbae69459a63db,Discord\Discord.RO.xaml,Discord.SmallestText4,Dragonii Pizza Înghețată
4d97baf849afaed1a4f603860a4eeb876148194c2223c620fc235339f557f1ff,Discord\Discord.RO.xaml,Discord.SmallestText5,Pirații Ciuperci Strălucitori
2d4fe74e8678f3341737a75993160cbcb52f74911e35cbfe9e33d95541481b97,Discord\Discord.RO.xaml,Discord.SmallestText6,Urmă de Picior de Unicorn Invizibil
570461b95ae694d208e9dfa4820d6d73e10ddd690dd31c30ed17f4e9aadd817d,Discord\Discord.RO.xaml,Discord.SmallestText7,Norii Colorați de Praf
5c4a9a1010e01ace2263feab411d0f2470ec8e162fc12b836edb4684621585ef,Discord\Discord.RO.xaml,Discord.SmallestText8,Fluturi Aurii în Baloane
14e576037d5723bc775ccb31c4d01654b8f965295d005dd02fc5dd452dc91a28,Discord\Discord.RO.xaml,Discord.SmallestText9,Călătorie în Craterul de Zahăr
818b450c5221035fdb43f350979b8b7132e408ccc5f097c908ddc4d0f171ccb3,Discord\Discord.RO.xaml,Discord.SmallestText10,Felii de Pizza Zburând cu Rachie
d9111e960e8084f31a13f1eea70f8f0599b5f7e0411d881444aa7d2c7645a6ec,Discord\Discord.RO.xaml,Discord.SmallestText11,Dansul Scoicilor în Soare
243d9bf6c5d896b8b41bfb0fa21d3c17372ec42fd175f404151605f497e695c7,Discord\Discord.RO.xaml,Discord.SmallestText12,Degete de Stele Invizibile
0ccc5eaf2efb4b58106bba1ab226e9d8979b618ca30e29c34d70ad935d998c11,Discord\Discord.RO.xaml,Discord.SmallestText13,Dans Subacvatic în Ceață
af16bfb51a515c13dd983d080fbf863c48ca5e87e96fb8e2105c1f4ba552b65b,Discord\Discord.RO.xaml,Discord.SmallestText14,Migrația Păsărilor în Curcubeu
0d09d4b766a3875547e9a88e2c0352102aba2db0ce2c9c5f8040f77fbe26ab2c,Discord\Discord.RO.xaml,Discord.SmallestText15,Drumul Furtunii de Zahăr
cd3483a8cc90a8a1981b11abc5fe8b378a3d58fcac6299a2447d67d74eba264b,Discord\Discord.RO.xaml,Discord.SmallestText16,Galaxia Infinită a Pizzei
333fe7cd1bf2f82b01e264a27387e10afc6e3fabf1b6e51cf5f6d40175454325,Discord\Discord.RO.xaml,Discord.SmallestText17,Zâmbetul Soarelui
265bc14a82547a1983904bfe3de3bf741cd5e4e12b86f1e5f7923f04f9d5dffa,Discord\Discord.RO.xaml,Discord.SmallestText18,Zâmbetul Pierdut al Lacului Secret
4fabed44e8ba7f678605c78ba8a0bd22aa59425c57b210609e3d2da66f071477,Discord\Discord.RO.xaml,Discord.SmallestText19,Umbră de Păsări de Vis
61b0f6b3cf91a2b9357d9cd8ce92f0ab0620300b6a1a94ce6e3397a39c64708b,Discord\Discord.RO.xaml,Discord.SmallestText20,Fluturi Zburând spre Cer
a1f8bb22517ca282d06320026fde4d79a9699a8ccb45b53de62a37321f73d1b3,Discord\Discord.RO.xaml,Discord.SmallestText21,Cântecele Ascunse în Spatele Stelelor
15a8fc919cfdfc63b495401e5930a235554c546ccaac2f1c7e468dcc830c66c0,Discord\Discord.RO.xaml,Discord.SmallestText22,Munții Învolburați în Poveste
d33f52353fbad7a2ffe6894493ed713a6f5a2f3dd14fd32ce14db42ea914387b,Discord\Discord.RO.xaml,Discord.SmallestText23,Zâna Pădurii Misterioase
243e13e46f906a7c4eb13cb8aca67e4eab30b1ccbb00826f3593123928c1944e,Discord\Discord.RO.xaml,,
d78f8c7d330ea1c6bcfaba3b621ce0ebf74cedec7687f11f41c4e07b5d1d3dbe,Discord\Discord.RO.xaml,Discord.StatementText0,Un Univers Plin de Haos
a1549dfce3300db9571833ada9bf1473362aaf1f9f25b4f2c726ba124f1749f7,Discord\Discord.RO.xaml,Discord.StatementText1,În Inima Aventurilor Infinite
cdfeb84e47654b513eeb4b3d6e7bfb9834c520a00dad96447b086d07d0adff4e,Discord\Discord.RO.xaml,Discord.StatementText2,O Lume Ciudată și Magică
a4a263e5d166660cda6720ecfae77b0aec81d847368df8d6c6f596f3e23e6c0a,Discord\Discord.RO.xaml,Discord.StatementText3,Care Își Încalcă Limitele Imaginației
e97ac5859662b9016c98123d24d09214764c48d8d0c33f6b0572194151f826ee,Discord\Discord.RO.xaml,Discord.StatementText4,O Realitate Neobișnuită
02102ba7a3b075278715959c5d7041c4dfa7c000124e8240cdb50186bee53429,Discord\Discord.RO.xaml,Discord.StatementText5,În Adâncul Imaginației
a334113a7f6f6995ddb10a6e0645623712500e7b3ac6756739acfb9b211ae882,Discord\Discord.RO.xaml,Discord.StatementText6,O Călătorie de Descoperire Magică
fb46723a6630d911c474c732179fdcc8e2ec563ee3cf391204d2adb8a0578e56,Discord\Discord.RO.xaml,Discord.StatementText7,La Ușa Lumilor Necunoscute
a3e785e2e34fd7d264a06a591815b652ebb671a6a82a36cf442b62516cc36ca5,Discord\Discord.RO.xaml,Discord.StatementText8,O Lume a Viselor Complexă
30919e9fb25acdab994eb41113321f5416bc93df036f8cb8a50aa830dd1ff410,Discord\Discord.RO.xaml,Discord.StatementText9,O Aventură Care Își Încalcă Limitele
fc9f8cc69ba44f5ee074634cdbd3a8cb09a8f5eb3f4a648d86c178534de44b85,Discord\Discord.RO.xaml,Discord.StatementText10,O Experiență Dinamică și Surprinzătoare
7742c0fac5706dfc42906b34d3accaa296a1bac590299ff01d9d9b26f54fa7c0,Discord\Discord.RO.xaml,Discord.StatementText11,Într-o Poveste Fantastică
b35a948eefe2a18955b9133ce1c5aed31c4f9c528407ec29ac6508ebce5af084,Discord\Discord.RO.xaml,Discord.StatementText12,Printre Portaluri Magice
e66844cdd1be24fd70102ddcab1980e00d55a23a228b1f22d189c40fd704e2ad,Discord\Discord.RO.xaml,Discord.StatementText13,Călătorie în Noaptea Cerului
1379c4a16d3aa76ce7c5556f4097fb53da19c35ebd997d7b17a373f4cda45471,Discord\Discord.RO.xaml,Discord.StatementText14,Pe Urmărirea Continentului Pierdut
7cd19feb754dfe9726e01b559ad8e441fbdd371ac9bff57780cad8922107fa42,Discord\Discord.RO.xaml,Discord.StatementText15,Povestea Planetelor Necunoscute
023aec3fa1b4b9852c0722bbfa907401e8e1f67f097c95182a151632e3f01ef4,Discord\Discord.RO.xaml,Discord.StatementText16,Descoperirea Universurilor Paralele
464ccfbb03f0f7ff10da064d4b75d3c3ca2e81bdfdb5f3bfc7ea886f6974b56f,Discord\Discord.RO.xaml,Discord.StatementText17,Intrarea în Ținuturile Legendare
3ec615cfb45e1f1c53acceefdf9cd4c8bcfe8332218c61eb7478f4a81332a0ac,Discord\Discord.RO.xaml,Discord.StatementText18,Realitatea Împletită cu Textura Viselor
45e5cd23e63827f8e4dcecebdb32b6e06846968d9d3dbb179ebdacf366a48c25,Discord\Discord.RO.xaml,Discord.StatementText19,Vis Între Stele
d11f9d9a0d9094ccfba9a7741064533b5b0bdb00863140c0a4be2e27127adb79,Discord\Discord.RO.xaml,Discord.StatementText20,În Spatele Ușilor Timpului
f5a5373d7f73a4a2b7336ffa0f9dc0e1352e918b5e4ba1cca2d5b1b7c058bc78,Discord\Discord.RO.xaml,Discord.StatementText21,Echipa Strălucitoare a Stelelor
9910c62ee4dd80f8c49b3c9c577d8db60a61b4f94ecc7de279a34367053de515,Discord\Discord.RO.xaml,Discord.StatementText22,Strigătul Tăcut al Necunoscutului
96a869c5992994ef253e006ee172d86c0846aa36e40bcd4efd383938c8d7a62b,Discord\Discord.RO.xaml,Discord.StatementText23,O Lume Fascinantă
f1bfa6196b96777a74b885544ff420af092ee4f99efff0a1b531db5c21e95677,Discord\Discord.RO.xaml,Discord.StatementText24,Pe Vârful Munților Mistici
cb5c47f0d4977f4797eb958c086a2f0495be47a21ad969e2b6e29c6ca2ebdbbb,Discord\Discord.RO.xaml,Discord.StatementText25,Pe Urmărirea Regatelor Pierdute
a814687459dcf20c16e2251a1ee8a2b30d9d0209a94755a960289a45c9422f7e,Discord\Discord.RO.xaml,Discord.StatementText26,Călătorie Printre Stele
54a2deb08b08aa98b2554433cb16d1d7eb2f7976ea39b6ea00c13d7b41fbf595,Discord\Discord.RO.xaml,Discord.StatementText27,Creaturi Magice ale Nopții
7b48551caed6ef57a2a97fdec8182893a7b29f0a9d5f73d7b7cc3dff4c17b56a,Discord\Discord.RO.xaml,Discord.StatementText28,Începutul Poveștii Nesfârșite
27459b85319cd8fe24571fe65aaabd908be6740c3d2719c8038141a294bb9f99,Discord\Discord.RO.xaml,Discord.StatementText29,Balonuri Colorate Spre Cer
bbc0f320c7414ad2e4b1d0a0fafa10084d47f1329ba0d27ca5db68c46afe6063,Discord\Discord.RO.xaml,Discord.StatementText30,Noaptea Misterioasă a Cerului
3b7cfee240ba6ffe6cf188e5b8eca2dbc18fdcebe7e9d63417c6efb0e2c5fd58,Discord\Discord.RO.xaml,Discord.StatementText31,Calea Pierdută a Regatului Visat
4f979ea827170c161e07ec55f9327a9f02794ae8ff85c64342c91f52804ea7ce,Discord\Discord.RO.xaml,Discord.StatementText32,Ușa Către Tărâmurile Necunoscute
6b684f985ff8816ff3df25d7c507c070a9c0fbad45b7bc4840a9b052ac7d252d,Discord\Discord.RO.xaml,Discord.StatementText33,Dansând în Bratele Timpului
e2e07f89be0ea3ef7ad48f544f21cb2723511f1acec1ecc298cafb73b3422f99,Discord\Discord.RO.xaml,Discord.StatementText34,Povești Îngropate în Noapte
08f994ae6abf9125ba1c156a9261b3c53c5bba6525ee3737652132397c3690e7,Discord\Discord.RO.xaml,Discord.StatementText35,Lumea Fermecată a Oglinzilor
9a072ded9dbe7a5f11558bc8f3708af83137b3dd87d9f435b1a092a263842ae3,Discord\Discord.RO.xaml,Discord.StatementText36,Călătorind Pe Porțile Eternității
8bb9af2876b4e39701c2fe69e557638ad3421d15ec524a7d388b487c77c71e61,Discord\Discord.RO.xaml,Discord.StatementText37,Călătorie Nocturnă a Vânătorului de Vise
32978e2b8e23e74159680d76a38e85478614bf65825d68a05a132e2baa97f4bf,Discord\Discord.RO.xaml,Discord.StatementText38,Visul unui Oraș de Cristal
1c79d9a227dc3e998102d73eee80c1a00a4cfdcd037804e8973434502c79ab94,Discord\Discord.RO.xaml,Discord.StatementText39,Stele Strălucitoare în Întuneric
44d32104c88f7f6503fed056d5376d708d7e380e5f6833ffdcbe4ec8dd02333f,Discord\Discord.RO.xaml,Discord.StatementText40,"În Spatele Stelelor, Noaptea Plină de Mister"
685c64bcb56e434e1baccc2a3eaf9ea32f9a5676ef8eb0ae61267a1f141d3b90,Discord\Discord.RO.xaml,Discord.StatementText41,Povești cu Lumina Misterioasă a Lunii
0746a07c0a1e190593a3de6df70f875094e22bcc9ace984f13941fd58ba79eda,Discord\Discord.RO.xaml,Discord.StatementText42,Ușa de Aur la Pragul Tărâmurilor Necunoscute
eab6fde76b8c211412e07f3e0c6a8cc0203a75b4bc7a4413ddc0e580cb8ea253,Discord\Discord.RO.xaml,Discord.StatementText43,Cărările Magice ale Nopții Misterioase
ce3705c8b770f7edf25508e7f96f7051e41a3934a541178b3c6bd7944453f073,Discord\Discord.RO.xaml,Discord.StatementText44,Balonuri de Vis Spre Cer
9da55ea774f73c63d47c7c6185f090fd1b074769161eaf4acedd4c7e5e061947,Discord\Discord.RO.xaml,Discord.StatementText45,Calea Visului Sub Stele
86b7da9e84740eaff88541e3d64afee64e2b6245e6c312a3e29eb86b13748214,Discord\Discord.RO.xaml,Discord.StatementText46,O Lume Secretă în Orașul de pe Malul Stelelor
fbe359c0e2350a764efe4973b3bc2455d5a8903658470249af57ba0f80a707a5,Discord\Discord.RO.xaml,Discord.StatementText47,Povestea din Spatele Munților Învolburați în Ceață
c1c03b338cf6168953449912d7fe9c4993ff819f8f590d3ef5cc0aa5fdbe1e06,Discord\Discord.RO.xaml,Discord.StatementText48,Noaptea Stelelor Strălucitoare în Întuneric
e77472a049d54b8ddadec6c8f4ec5788d1936a33b68d259067dbe7d131e0f0b4,Launcher\Launcher.RO.xaml,Launcher.WallCustomizeText,Personalizare Tapet
4d87edd41f1a6640db1f70c8b2fd6f38f8d9752a014e51a528923cf0e2c629eb,Launcher\Launcher.RO.xaml,,
0937f03b8b119baeab907cda0cba124dc7b246e52b9729b7a8714744712012bd,Launcher\Launcher.RO.xaml,Launcher.CreateLogText,Creare Fișier Jurnal
94f7819e48bbd91b569ea70cbb0b7708ad3cdce1c91fa70bd5ea4830d6eda334,Launcher\Launcher.RO.xaml,,
b87ea2ab422056d77fa2d4bfe2e80e9bdd18fa29f341f3a315860f5ce6574bd4,Launcher\Launcher.RO.xaml,Launcher.CloseText,Închide Aplicații
8e00340bd404a9b9e784cbdf8abaa0189955980d9e2017b1bbd6aaf9bd4d262c,Launcher\Launcher.RO.xaml,,
2a6a86394f1a8a3649eab7cd0af1e516cf5326ed4e2470b8a71ffe82ec61dd13,Launcher\Launcher.RO.xaml,Launcher.ExitText,Ieșire
419ed425ddbc2e632e06c7f7b04ddde0b1f61ce0dc5fa9c65b833a46989f5f88,Launcher\Launcher.RO.xaml,,
98ef9c596470b746ef0c2c2c06c081b3b3eb5ddfc1bcf98876fe97b0690a056f,Launcher\Launcher.RO.xaml,Launcher.OpenReportText,Raportați o Problemă
fda64445e3fed47f33fe6917cbb05e8230a70a663ba5c5d3e468a24ef6be96ff,Launcher\Launcher.RO.xaml,,
e4cae7e3eea046a90bda91f6381eb0843ef5e3a1013a071b26ef7d4d6dac3e49,Launcher\Launcher.RO.xaml,Launcher.OpenText,Deschideți Sucrose
b6c2279c4399feafe685be2a0a15d20f976546c4d035fceed7631f82ab153a90,Launcher\Launcher.RO.xaml,,
a9c593b132a80fa41dba4fe21be0d05235ce57fd8acebd6d79fd6b902b888fd6,Launcher\Launcher.RO.xaml,Launcher.ReportText,Raportați o Problemă
2708b435d844c5c7678b55c91cd62d233634e0398b47d599e4187189d3b89c06,Launcher\Launcher.RO.xaml,,
8d738642e1478fcb73d7b4444f906cc68cb9365086a1dda1c4b0f2b22bbe82a0,Launcher\Launcher.RO.xaml,Launcher.ReportWindowTitle,Diagnosticare Sucrose
f9fc7b0bc285b2241e9539692b6535aadfe03db41733c102ac2038fb65970dd9,Launcher\Launcher.RO.xaml,,
939960c8783d83d8c75c092e580ba1bb48e16bdfd67e70aa93d083196691472f,Launcher\Launcher.RO.xaml,Launcher.SaveDialogTitle,Salvare Fișier Jurnal
b052f8aece004ae9bb85cc267baab9793e94acff5db723977f9750178a9b9212,Launcher\Launcher.RO.xaml,Launcher.SaveDialogFilter,Fișiere ZIP (*.zip)|*.zip|Toate fișierele (*.*)|*.*
89dfebf1f5540d65da49f3c6cfaae100308f94d2d631fb8176d871fa1e008090,Launcher\Launcher.RO.xaml,,
d4a5e68573153761d360564c20c9a9f1e7f07d5342efdd786b082d7758241c72,Launcher\Launcher.RO.xaml,Launcher.FeedbackText,Trimiteți Feedback
c076601368b6cb521faa88199c751c12912c25fd3082432ac20ca6311a742f91,Launcher\Launcher.RO.xaml,Launcher.RequestFeedbackText,Cerințe și Feedback
848048956bd5b2385c6f2b44f92226728fea0df763b05b0224e1c624310b3b4c,Launcher\Launcher.RO.xaml,,
a40fb5a366568f0023462befdda2c116de06429ee11bb9b3d55e2f1e13a0e7a3,Launcher\Launcher.RO.xaml,Launcher.SettingText,Setări
27e09f46693b8bffa6e561ef16be053a294d685b4db873168e607719aebcb946,Launcher\Launcher.RO.xaml,,
4cce09ae30d54ea89543ae708f67a90658794abaac552b425a548adbdee33ccf,Launcher\Launcher.RO.xaml,Launcher.TrayText,Sucrose Wallpaper Engine
680c542b5423744305b85771ceabce14da84ed90e7885b0b78cbf61b510846b2,Launcher\Launcher.RO.xaml,,
17b5205285433af899cca6fe97727599912185b9e0cb1738e7e13bbbe4a64dcf,Launcher\Launcher.RO.xaml,Launcher.WallOpenText,Deschideți Tapetul
b2b624bd5cd19591382612492e87e3aa0e993b6df7f31846ecffcb0769b51b5b,Launcher\Launcher.RO.xaml,Launcher.WallStopText,Opriți Tapetul
2862fccef79d40c2a8750700e8778e0feaed4bce6d3eaf1f6137740d9dd4c9bd,Launcher\Launcher.RO.xaml,Launcher.WallCloseText,Închideți Tapetul
93abe17c0b64a9de230a93e622d83fb455b22bb177e345711ebbdbcd86ab7a57,Launcher\Launcher.RO.xaml,Launcher.WallStartText,Porniți Tapetul
a4af39826dde9e1c1608cd5913fae76cd3494f9704fb6050899fd52489b0a7b3,Launcher\Launcher.RO.xaml,Launcher.WallChangeText,Schimbați Tapetul
4a7cb22d81acbb984dcc792397750aba1be761deb4c37249dcf8f33ece151aa8,Launcher\Launcher.RO.xaml,Launcher.WallReloadText,Reîncărcați Tapetul
af071b522f906e0f2d427b563d496137dab3f393304deedce980aa8f7e8397bf,Launcher\Launcher.RO.xaml,,
47d1fa822353b38a2411dab44b3a5b7ba5c4d2e4044ec77876de6d2b216916da,Launcher\Launcher.RO.xaml,Launcher.ClosedText,Închis
8778615f075c7f808693e1d186bf16fe03995eaac9a7ea064ffc0ae1f31760bf,Launcher\Launcher.RO.xaml,Launcher.PausedText,Pus pe Pauză
158640457289184754e9521fb4dba9516385203d94598b249ef21aae732064bd,Launcher\Launcher.RO.xaml,,
8086479b1bd5b3cfacfa420b64d7082bedfeee09822d4c97c300617359930b54,Launcher\Launcher.RO.xaml,Launcher.UpdateText,Verificați Actualizări
5b57765f6627fdee2d4756db3d7f2a877d10b1679d4060cf77b16d9f56caffe0,Launcher\Launcher.RO.xaml,,
07b8405b8ce56fe750c8896342888b31984c819f7228c60932f4083292c9f9aa,Launcher\Launcher.RO.xaml,Launcher.UpdateText.Done,Pregătire Actualizare
1c1364bc80c4a0c780ecea8d24823681fb80c7f7314d466e5d6bf89466badcdb,Launcher\Launcher.RO.xaml,Launcher.UpdateText.Check,Verificare Actualizări
2a2db91d24f591f4115a0a3903042777797868b3727575d9148d1d138e30a62e,Launcher\Launcher.RO.xaml,Launcher.UpdateText.Progress,Progres Actualizare {0}
1af6971a9a4ecd2b50306148433d472600c8cd9a547c31e5b4d5f4828e0204fc,Live\Live.RO.xaml,Live.Title,{0} Notificare
1c5abf7ed997e6dfc82061073da91b651126af66e7d01455021eb92b0d7d31de,Live\Live.RO.xaml,,
037b675b893f455e20be15fcfd311bb929d4cec39f3dd96c6ca4fc49c00d501e,Live\Live.RO.xaml,Live.Close,Închide
af006bcdc1cffff66ac9a3f741fcfd8fd4f9f85ca2e39e04eb021a4b7b9eed75,Live\Live.RO.xaml,Live.Continue,Continuă
295f9ebd486e631d4c318c36baef3ae3a6176f02a36abe5b7253e06d72ad3633,Live\Live.RO.xaml,Live.Download,Descarcă
200e404de76f1f79deae65cbc54f12841c78bf2c338ffdf44932687eae23319b,Live\Live.RO.xaml,Live.Remember,Amintiți-Vă
1091e560022d1c17e9c413a8a0cbcb3da33989c93086a7214fa346b157d02bfa,Live\Live.RO.xaml,,
d32ce67fd6925b4fb13ea5f3916e138889fe8fdf0d68f077578ced05bf27e889,Live\Live.RO.xaml,Live.Info.WebView,Cerință WebView
1728f3a199c8ad4e56b36d6843393a8341edc3f9c06509feb6c050cd1205c478,Live\Live.RO.xaml,Live.Info.CefSharp,Cerință CefSharp
2b599d4684347cccecebf245530d4c764599487455cd410ac3855d17b68204c3,Live\Live.RO.xaml,Live.Info.MpvPlayer,Cerință MpvPlayer
1b26b39a66025a6bbd7b538c7e2e4f7ab6f0f8b9466a9853d7a30accded2dc19,Live\Live.RO.xaml,,
0a2775462e856620a4319bf4d34e1702a353ab0e84ddb46c11ccfab724cf58d5,Live\Live.RO.xaml,Live.Message.WebView,"Runtime-ul WebView2 nu este instalat. WebView2 Runtime este un component care permite utilizarea tehnologiilor web moderne în aplicații. Prin urmare, WebView2 Runtime este necesar pentru a seta tapetul selectat."
